2027.348,,4240,209.1402167,,4380,216.0457899,,155,7.645456034,,179,8.829268581
2047.877,,187,9.131407795,,155,7.568813947,,4410,215.3449646,,4130,201.6722684
1159.81,,115,9.91541718,,177,15.26112036,,2580,222.4502289,,2570,221.5880187
1155.01,,2610,225.9720695,,2530,219.0457225,,156,13.50637657,,145,12.55400386
1130.631,,753,66.59997824,,1620,143.2828217,,845,74.73702738,,1570,138.8605124
1077.848,,1310,121.538473,,1110,102.9829809,,1080,100.1996571,,1330,123.3940222
782.979,,672,85.82605664,,640,81.73910156,,633,80.84508014,,636,81.22823217
1810.353,,2290,126.4946671,,2450,135.3327224,,1710,94.45671645,,1710,94.45671645
1019.512,,4410,432.5598914,,3,0.29425843,,188,18.44019492,,2,0.196172286
1062.849,,2270,213.5769051,,2120,199.4638937,,105,9.879107945,,121,11.38449582
1006.084,,182,18.0899408,,3,0.298185837,,4510,448.2727088,,5,0.496976396
978.963,,110,11.23637972,,107,10.929933,,2380,243.1143976,,2150,219.6201491
772.797,,631,81.65145569,,614,79.45165419,,652,84.36885754,,647,83.7218571
1789.226,,1860,103.9555651,,1690,94.45425005,,2430,135.8129158,,2270,126.8705015
606.18,,471,77.69969316,,1010,166.6171764,,412,67.96661058,,983,162.1630539
565.198,,606,107.2190631,,786,139.0663095,,827,146.3204045,,592,104.742055
