A路计数,B路计数,AB符合计数,归一化功率(μW),归一化后符合计数,,红光波长：794.97000nm  PPKTP温度：40.86℃  紫光功率：5mW  计数时间：10s  符合窗口：1ns  AB路延时：64.8ns
9113208,3150,140,2122.937,65.94637523,,
9197585,2687,50,1194.63,41.85396315,,
9263788,2504,21,1187.02,17.69136156,,
9283389,2904,108,1199.099,90.06762578,,
9343634,2785,91,1193.192,76.26601586,,
9375469,11292,1768,1150.32,1536.963628,,
9411689,9999,1606,1164.743,1378.844947,,
9468003,3165,127,1492.614,85.0856283,,
9534167,3056,120,1911.826,62.76721836,,
9496949,2478,27,1163.438,23.20708108,,
9552342,2845,125,1163.792,107.4075092,,
9549627,2646,12,1158.881,10.35481641,,
9545016,2524,32,1154.833,27.70963421,,
9592696,2529,15,1195.936,12.54247719,,
9585575,2739,68,1206.045,56.38263912,,
9567379,7034,1014,951.93,1065.204374,,
9538262,10607,1790,1633.576,1095.755569,,
9511608,7795,1145,662.104,1729.335573,,
9460196,7211,991,660.524,1500.323985,,
9416893,3268,181,735.379,246.1315866,,
9404063,3304,130,745.967,174.2704436,,
9420633,3248,178,733.413,242.7009066,,
9461277,2774,67,738.839,90.68281452,,
9393266,2432,16,441.081,36.27451647,,
9406120,2730,80,1132.888,70.61598322,,
9398961,2466,8,603.671,13.25225164,,
9430512,2611,49,586.501,83.54631961,,
9435305,4731,497,584.283,850.6151985,,
9366332,5355,599,608.327,984.6677856,,
9450426,2452,6,613.556,9.779058472,,
9429369,2881,84,606.69,138.4562132,,
9423419,3154,166,697.724,237.9164254,,
9389638,2885,94,1056.677,88.9581206,,
9309477,2736,62,604.961,102.4859454,,
9343354,2781,61,608.179,100.2994184,,
9252669,3116,126,605.298,208.1619302,,
9203286,2834,97,578.886,167.5632162,,
9167617,7289,1057,592.756,1783.195784,,
9093086,6288,841,606.169,1387.401863,,
9097128,8165,1218,748.679,1626.865452,,
8992937,6661,909,758.814,1197.92202,,
9055852,7908,1160,765.738,1514.878457,,
9036793,5646,654,704.069,928.8862313,,
8943513,5041,578,626.596,922.4444459,,
9053515,5761,705,618.686,1139.511804,,
8951569,4770,412,449.002,917.5905675,,
8970479,9137,1420,1167.066,1216.726389,,
8972650,2419,4,623.846,6.411838819,,
9083699,8906,1408,639.777,2200.76683,,
9167883,4770,482,607.122,793.9096261,,
9116702,6476,849,630.705,1346.112683,,
9181606,6779,916,608.478,1505.395429,,
9243683,4979,566,608.268,930.5108932,,
9278544,6291,831,707.78,1174.093645,,
9305761,9364,1492,1077.229,1385.035123,,
9361766,7234,1049,602.146,1742.102414,,
9378864,5648,659,618.33,1065.773939,,
9446914,15070,2731,615.475,4437.223283,,
9425695,8463,1350,582.286,2318.448323,,
9459587,3122,133,769.61,172.8148023,,
9480264,2542,27,775.632,34.81032242,,
9427686,2505,15,869.545,17.25040107,,
9360923,2747,92,899.002,102.3357011,,
9349928,2488,4,886.345,4.5129154,,
9332518,3036,119,884.162,134.5907198,,
9367306,4976,537,551.446,973.8034186,,
9314763,11763,1938,1428.659,1356.516846,,
9373062,2510,17,766.474,22.17948684,,
9316341,3431,119,772.015,154.1420827,,
9333488,3035,139,886.768,156.7490031,,
9338654,2618,30,834.951,35.93025219,,
9418304,2883,61,865.288,70.49675946,,
9309380,2752,74,876.341,84.44201515,,
9299958,3191,152,982.458,154.7139929,,
9394695,3034,120,1403.33,85.51089195,,
9383490,8742,1375,849.038,1619.479929,,
9403131,6626,895,845.434,1058.627876,,
9318417,2478,12,887.378,13.52298569,,
9324865,2635,40,892.134,44.83631383,,
9265847,2573,23,867.746,26.50545206,,
9345513,2632,38,864.716,43.94506404,,
9362393,5540,654,765.357,854.5031926,,
9291664,5924,717,766.935,934.8901797,,
9312386,2397,11,549.957,20.00156376,,
9350888,3027,141,1407.312,100.1910024,,
9343990,3168,156,822.174,189.7408578,,
9308389,2856,93,840.727,110.618548,,
9371667,2910,68,816.011,83.33220998,,
9330721,2918,98,813.358,120.4881491,,
9366079,3132,125,793.298,157.570043,,
9311543,3023,116,776.465,149.3950146,,
9322767,8361,1300,915.185,1420.477827,,
9284916,12853,2222,1354.683,1640.236129,,
9307746,3151,58,499.646,116.0821862,,
9308982,2586,37,485.506,76.20915087,,
9377071,6467,833,545.216,1527.83484,,
9358754,6037,793,564.679,1404.337686,,
9379477,2884,90,592.292,151.9520777,,
9325257,2572,36,598.452,60.15520042,,
9374050,2439,10,316.675,31.57811637,,
9254435,2925,100,775.592,128.9337693,,
9131295,2659,21,440.653,47.65654608,,
9042837,2429,10,401.597,24.90058442,,
9061337,2433,11,433.933,25.34953553,,
8994485,2557,38,461.763,82.29329764,,
8800347,4543,373,442.071,843.7558673,,
8991883,4671,483,452.916,1066.422913,,
8946215,6891,993,547.386,1814.076356,,
8957082,5974,746,570.36,1307.945859,,
9025125,2938,118,551.991,213.7716013,,
9102797,2607,34,521.165,65.23845615,,
9069546,2439,7,410.256,17.06251706,,
9157474,2767,69,444.203,155.3343854,,
9066534,2505,19,303.734,62.55473539,,
9313130,2631,19,777.626,24.43333942,,
9179772,2392,0,440.281,0,,
9278903,2639,61,449.396,135.7377458,,
9309666,3912,340,435.086,781.4547009,,
9357148,5072,560,445.569,1256.819931,,
9390766,7011,998,554.624,1799.417263,,
9408022,5214,576,556.947,1034.209718,,
9483205,5613,645,602.875,1069.873523,,
9510739,7295,986,622.184,1584.740205,,
9562548,5442,643,606.147,1060.798783,,
9564121,5662,685,613.525,1116.49892,,
9579403,4561,445,393.873,1129.8058,,
9562279,9248,1414,1010.708,1399.019301,,
9622881,2554,26,526.599,49.37343216,,
9619615,9087,1428,531.679,2685.831112,,
9706185,2394,4,609.037,6.567745474,,
9618715,2785,92,607.326,151.4837171,,
9633531,2569,38,610.435,62.25069008,,
9536748,2810,10,597.877,16.72584829,,
9606350,2563,10,525.728,19.02124292,,
9553893,2732,40,526.894,75.91659803,,
9634645,4158,389,397.657,978.2299821,,
9602754,7334,1056,1018.141,1037.184437,,
9569592,2517,36,376.941,95.50566269,,
9505839,2984,48,363.619,132.0063033,,
9466353,2867,92,435.945,211.0357958,,
9542476,2867,90,447.102,201.2963485,,
9500473,5927,776,445.957,1740.078079,,
9530258,5576,685,448.516,1527.258782,,
9441642,2711,39,444.25,87.78840743,,
9488148,2468,20,450.179,44.42677246,,
9463418,5260,604,443.47,1361.986155,,
9430823,4543,454,417.364,1087.779492,,
9286838,6150,831,472.169,1759.963064,,
9271226,4881,556,453.667,1225.568534,,
