A路计数,B路计数,AB符合计数,归一化功率(μW),归一化后符合计数,,红光波长：794.97000nm  PPKTP温度：40.86℃  紫光功率：5mW  计数时间：10s  符合窗口：1ns  AB路延时：64.8ns
8945691,2886,9,1191.533,7.553294789,,
9013182,20756,3454,1188.812,2905.421547,,
8886334,40208,7312,1198.413,6101.402438,,
8958397,22005,3630,1182.485,3069.806382,,
8974737,15470,2478,1204.497,2057.290305,,
9060694,11641,1754,1184.543,1480.73983,,
8993857,15906,2526,1489.473,1695.901839,,
9032315,20000,3372,1903.818,1771.177707,,
9151372,14754,2338,1152.532,2028.577081,,
9221937,11683,1742,1157.93,1504.408729,,
9236608,9093,1279,1150.408,1111.779473,,
9249294,13735,2185,1163.35,1878.196587,,
9251461,2664,10,1161.071,8.612737722,,
9305456,20472,3447,1169.765,2946.745714,,
9324996,9490,1299,945.514,1373.855913,,
9340116,16661,2716,1628.443,1667.850824,,
9279118,10203,1484,1185.582,1251.705913,,
9311648,14693,2295,1198.126,1915.491359,,
9279922,2742,9,1342.007,6.706373365,,
9279380,3410,152,1336.897,113.6961187,,
9253802,2687,5,1335.371,3.744277807,,
9188662,3180,120,1318.226,91.03143164,,
9213086,2698,6,1191.024,5.03768186,,
9223618,3240,119,1179.676,100.8751556,,
9192848,8657,1196,868.406,1377.235993,,
9203090,17652,2886,2122.937,1359.437421,,
9165889,15974,2615,1194.63,2188.962273,,
9185437,13572,2182,1187.02,1838.216711,,
9160500,3628,185,1199.099,154.2825071,,
9175358,3132,100,1193.192,83.80880864,,
9166675,3445,155,1150.32,134.7451144,,
9184421,3239,104,1164.743,89.29008374,,
9146111,3736,203,1492.614,136.0030122,,
9138986,3557,152,1911.826,79.50514325,,
9136715,2673,17,1163.438,14.61186587,,
9085875,3406,148,1163.792,127.1704909,,
9140893,8768,1193,1158.881,1029.441332,,
9029596,10970,1584,1154.833,1371.626893,,
9024671,2640,10,1195.936,8.36165146,,
8975636,3002,83,1206.045,68.81998599,,
8910687,2649,15,951.93,15.75746116,,
8909650,3706,230,1633.576,140.7954084,,
8982759,3653,143,662.104,215.9781545,,
8893122,3123,83,660.524,125.6578111,,
8994591,3284,149,735.379,202.6166099,,
8924914,3117,86,745.967,115.2866011,,
8954750,9816,1431,733.413,1951.15167,,
8864912,9269,1280,738.839,1732.4478,,
8945290,5816,597,441.081,1353.492896,,
9083003,10583,1543,1132.888,1362.005776,,
9102477,2783,7,603.671,11.59572019,,
9111256,3042,73,586.501,124.466966,,
9198277,2782,34,584.283,58.19097937,,
9218551,2741,13,608.327,21.3700855,,
9248566,2674,8,613.556,13.03874463,,
9279641,2920,37,606.69,60.98666535,,
9317050,3309,146,697.724,209.2517958,,
9284056,3585,193,1056.677,182.6480561,,
9326258,8943,1282,604.961,2119.14487,,
9306944,8467,1123,608.179,1846.495851,,
9358648,3144,109,605.298,180.0765904,,
9315442,3094,95,578.886,164.1083046,,
9253597,3210,115,592.756,194.009002,,
9297925,3076,45,606.169,74.23672276,,
9242401,3390,152,748.679,203.0242601,,
9239768,2942,53,758.814,69.84583837,,
9248803,10222,1456,765.738,1901.43365,,
9259640,9377,1255,704.069,1782.49575,,
9229115,6922,831,626.596,1326.213382,,
9210147,7721,999,618.686,1614.712471,,
9223632,2649,24,449.002,53.45187772,,
9191467,3127,96,1167.066,82.2575587,,
9205429,2682,20,623.846,32.0591941,,
9159509,2663,15,639.777,23.44566935,,
9193816,2764,19,607.122,31.29519273,,
9191817,2871,58,630.705,91.96058379,,
9163928,3182,81,608.478,133.1190281,,
9143436,3078,80,608.268,131.5209743,,
9116120,7969,979,707.78,1383.198169,,
9115120,11397,1749,1077.229,1623.610207,,
9117727,2924,54,602.146,89.67924723,,
9103070,2836,32,618.33,51.75230055,,
9065111,3191,64,615.475,103.9847272,,
9076695,2767,34,582.286,58.39055035,,
9063166,10218,1393,769.61,1810.007666,,
9076989,9467,1323,775.632,1705.705799,,
9068237,7914,1024,869.545,1177.62738,,
9071289,8632,1158,899.002,1288.095021,,
9019302,2653,6,886.345,6.7693731,,
9034130,2924,51,884.162,57.68173706,,
9074616,2908,50,551.446,90.67070937,,
9037463,2706,16,1428.659,11.19931348,,
9064952,2750,17,766.474,22.17948684,,
9050880,2935,73,772.015,94.55774823,,
9031059,3857,240,886.768,270.6457608,,
9035757,3459,145,834.951,173.6628856,,
9023570,10877,1665,865.288,1924.214828,,
8992202,10150,1429,876.341,1630.643779,,
9010123,3124,65,982.458,66.16058905,,
8936580,3491,155,1403.33,110.4515688,,
8910819,3323,131,849.038,154.2922696,,
8845672,2854,76,845.434,89.89465766,,
8882133,2697,3,887.378,3.380746424,,
8866051,15683,2566,892.134,2876.249532,,
8975075,7325,870,867.746,1002.597534,,
8906718,9980,1471,864.716,1701.136558,,
8851912,7627,910,765.357,1188.987623,,
8861635,7623,926,766.935,1207.403496,,
8916060,6571,767,549.957,1394.654491,,
8950459,14497,2322,1407.312,1649.953955,,
8948144,12068,1792,822.174,2179.587289,,
9032643,8362,1133,840.727,1347.643171,,
9067117,28458,5013,816.011,6143.299539,,
9113796,16361,2660,813.358,3270.392619,,
9170137,10695,1546,793.298,1948.826292,,
9215858,9393,1291,776.465,1662.663481,,
9231103,9409,1326,915.185,1448.887383,,
9242830,12459,1931,1354.683,1425.425727,,
9275264,8203,1132,499.646,2265.604048,,
9289848,6563,705,485.506,1452.09328,,
9253178,8348,1091,545.216,2001.041789,,
9291751,8127,1124,564.679,1990.511423,,
9252301,9189,1174,592.292,1982.130436,,
9244455,7639,882,598.452,1473.80241,,
9269516,4965,399,316.675,1259.966843,,
9256065,11040,1614,775.592,2080.991037,,
9182597,2723,5,440.653,11.34679669,,
9186607,9258,1291,401.597,3214.665448,,
9208871,5274,525,433.933,1209.864196,,
9192110,6326,704,461.763,1524.59162,,
9133707,5473,557,442.071,1259.978601,,
9152433,6971,879,452.916,1940.757227,,
9136816,2778,50,547.386,91.34322032,,
9131908,2916,51,570.36,89.41721018,,
9126817,3211,103,551.991,186.5972452,,
9109198,3072,69,521.165,132.3956904,,
9134646,2624,4,410.256,9.75000975,,
9122339,2991,57,444.203,128.3197097,,
9078033,4747,431,303.734,1419.004787,,
9093052,8084,1030,777.626,1324.54419,,
9085017,2745,12,440.281,27.25532103,,
9054463,2586,10,449.396,22.25208947,,
9050380,2706,6,435.086,13.79037707,,
9051732,3086,41,445.569,92.01717355,,
9070389,2875,59,554.624,106.3783753,,
9023072,2689,36,556.947,64.6381074,,
9034283,2735,36,602.875,59.71387103,,
8973781,3588,96,622.184,154.2951924,,
8941372,6497,739,606.147,1219.176206,,
8904698,7474,937,613.525,1527.240129,,
8871385,2723,4,393.873,10.15555776,,
8922143,3036,64,1010.708,63.32194857,,
8881663,2745,17,526.599,32.28262872,,
8916434,2900,37,531.679,69.59086216,,
8649324,2736,11,609.037,18.06130005,,
8876472,3024,83,607.326,136.6646579,,
8805931,6364,716,610.435,1172.934055,,
9015449,7294,879,597.877,1470.202065,,
8898932,2680,12,525.728,22.82549151,,
9027163,2790,25,526.894,47.44787377,,
8997079,2740,14,397.657,35.20622044,,
9069230,2946,55,1018.141,54.02002277,,
9098396,7172,864,376.941,2292.135905,,
9158981,6279,694,363.619,1908.591135,,
9172935,3065,91,435.945,208.7419285,,
9199066,3196,89,447.102,199.0597224,,
9231739,3103,94,445.957,210.7826539,,
9242935,2923,45,448.516,100.3308689,,
9253027,7833,982,444.25,2210.467079,,
9262470,6850,808,450.179,1794.841607,,
9284329,6876,825,443.47,1860.328771,,
9273406,6210,663,417.364,1588.541417,,
9261778,2842,48,472.169,101.6585163,,
9237570,2728,16,453.667,35.26815924,,
