A路计数,B路计数,AB符合计数,归一化功率(μW),归一化后符合计数,,红光波长：794.97000nm  PPKTP温度：40.86℃  紫光功率：5mW  计数时间：10s  符合窗口：1ns  AB路延时：64.8ns
9201524,24842,3954,2105.615,1877.836167,,
9208366,3245,152,2130.082,71.3587552,,
9200368,4433,388,1916.516,202.450697,,
9204504,3114,136,1919.99,70.83370226,,
9188029,3397,200,1270.951,157.362479,,
9204023,15216,2330,1296.193,1797.571812,,
9194006,3372,156,1446.622,107.8374309,,
9198843,2927,96,1447.153,66.33714611,,
9199523,2683,65,966.995,67.21854818,,
9195050,2990,80,966.928,82.73625337,,
9200564,13503,2078,1151.072,1805.273693,,
9197378,3023,104,1153.727,90.14264206,,
9187886,2736,58,771.897,75.13955878,,
9183430,2725,64,773.38,82.75362694,,
9196504,2995,118,962.344,122.6172762,,
9186803,11376,1551,898.938,1725.369269,,
9186255,9024,1137,1109.571,1024.720365,,
9186907,10905,1600,1124.039,1423.438155,,
9182378,5781,616,1071.565,574.8601345,,
9174158,10746,1404,1103.355,1272.482565,,
9182239,8010,996,1113.597,894.3989612,,
9178506,6611,739,1090.546,677.6422086,,
9176952,5666,578,751.385,769.2461255,,
9170439,15111,2171,1926.073,1127.163924,,
9163768,14149,2137,1095.015,1951.57144,,
9163357,2460,4,1065.548,3.753936941,,
9168689,9989,1314,1016.437,1292.751051,,
9166315,7187,857,1020.618,839.6873267,,
9142372,8026,984,1030.418,954.9522621,,
9154143,10591,1390,1044.975,1330.175363,,
9154797,9883,1313,1220.801,1075.523365,,
9140908,10503,1405,1615.436,869.7342389,,
9156379,8466,1065,1066.035,999.0291126,,
9145006,10253,1363,1062.164,1283.229332,,
9144365,2345,7,1045.439,6.695751737,,
9126631,13048,1902,1011.416,1880.531848,,
9131567,7428,862,1027.808,838.678041,,
9140999,5620,607,1016.504,597.1447235,,
9122817,5799,606,758.719,798.7146757,,
9108479,8911,1176,1279.712,918.9567653,,
9117418,7770,959,927.197,1034.300154,,
9118364,5291,528,924.542,571.0935793,,
9109665,10021,1289,975.268,1321.687987,,
9097812,6921,829,965.291,858.8083801,,
9122070,12208,1732,979.294,1768.621068,,
9109791,22065,3460,990.134,3494.476505,,
9112451,3064,147,1088.356,135.0660997,,
9114495,3524,206,1089.219,189.1263373,,
9092277,2420,7,1105.855,6.329943799,,
9065883,2712,60,1044.621,57.4370992,,
9084830,3015,123,1094.771,112.3522636,,
9093246,3422,213,1092.117,195.0340485,,
9079362,5692,559,764.149,731.5327246,,
9051230,11372,1538,1939.501,792.9874746,,
