A路计数,B路计数,AB符合计数,归一化功率(μW),归一化后符合计数,,红光波长：794.97000nm  PPKTP温度：40.86℃  紫光功率：5mW  计数时间：10s  符合窗口：1ns  AB路延时：64.8ns
8801531,9737,134,748.679,178.9819135,,
8841437,9679,102,758.814,134.4202927,,
8841831,9453,110,765.738,143.6522675,,
8894975,9325,40,704.069,56.81261354,,
8947908,8523,22,626.596,35.11034223,,
8969458,8813,84,618.686,135.7716192,,
8927286,9558,354,449.002,788.4151964,,
8949989,14284,1154,1167.066,988.8044035,,
9077557,7792,16,623.846,25.64735528,,
9024091,8199,105,639.777,164.1196855,,
9060459,7957,87,607.122,143.2990404,,
9040621,8234,66,630.705,104.6448022,,
9089286,8152,64,608.478,105.1804667,,
9056438,7737,50,608.268,82.20060894,,
9124513,8231,189,707.78,267.0321286,,
9123065,8098,157,1077.229,145.7443125,,
9125262,13016,966,602.146,1604.262089,,
9176719,11946,732,618.33,1183.833875,,
9182355,7794,103,615.475,167.3504204,,
9161217,7665,60,582.286,103.0421477,,
9170636,7621,85,769.61,110.4455503,,
9126712,7710,35,775.632,45.12449203,,
9159400,7786,45,869.545,51.75120322,,
9150420,8265,128,899.002,142.3801059,,
9146764,10895,555,886.345,626.1670117,,
9126106,14471,1057,884.162,1195.482276,,
9132742,7879,24,551.446,43.5219405,,
9124949,9592,245,1428.659,171.4894877,,
9094709,8292,100,766.474,130.4675697,,
9094585,8288,86,772.015,111.3967993,,
9079942,8293,90,886.768,101.4921603,,
8992867,8199,61,834.951,73.05817946,,
9055838,9031,222,865.288,256.5619771,,
9081703,8424,90,876.341,102.6997482,,
9053141,15523,1247,982.458,1269.265455,,
9035641,17246,1513,1403.33,1078.149829,,
9056656,8567,84,849.038,98.93550112,,
9034326,7958,57,845.434,67.42099324,,
9034107,8195,25,887.378,28.17288686,,
9054461,7995,31,892.134,34.74814322,,
9020699,12961,835,867.746,962.2631507,,
9026623,12330,768,864.716,888.1528733,,
9018760,8297,63,765.357,82.31452773,,
9006518,8135,23,766.935,29.98950367,,
8980047,8017,23,549.957,41.8214515,,
8955205,8535,63,1407.312,44.76619257,,
8934413,8319,37,822.174,45.00263934,,
8941819,7954,36,840.727,42.82008309,,
8937597,8862,116,816.011,142.1549464,,
8884321,8564,98,813.358,120.4881491,,
8907874,13183,955,793.298,1203.835129,,
8845984,13759,968,776.465,1246.675639,,
8834989,8117,34,915.185,37.15095855,,
8879750,7927,40,1354.683,29.52720304,,
8850855,11419,672,499.646,1344.952226,,
8845732,11461,603,485.506,1242.003188,,
8816599,8499,115,545.216,210.9255781,,
8738297,8303,83,564.679,146.9861638,,
8793016,8048,44,592.292,74.28768243,,
8843538,8069,20,598.452,33.41955579,,
8838252,7976,35,316.675,110.5234073,,
8761588,7982,36,775.592,46.41615695,,
8808035,8006,16,440.653,36.30974939,,
8750924,7886,48,401.597,119.5228052,,
8792898,10269,394,433.933,907.9742725,,
8750029,10081,401,461.763,868.4108515,,
8739243,8102,17,442.071,38.45536124,,
8751983,7805,26,452.916,57.40578827,,
8754916,13215,937,547.386,1711.771949,,
8722988,10661,510,570.36,894.1721018,,
8780240,10924,598,551.991,1083.350997,,
8764256,10525,456,521.165,874.9628237,,
8733528,10538,449,410.256,1094.438594,,
8761248,10334,464,444.203,1044.567461,,
8688094,9240,227,303.734,747.3644702,,
8685090,13963,989,777.626,1271.819615,,
8614033,7821,11,440.281,24.98404428,,
8682733,13225,838,449.396,1864.725098,,
8692624,10578,433,435.086,995.2055456,,
8624820,10915,499,445.569,1119.916332,,
8623724,8028,52,554.624,93.75721209,,
8667645,7570,21,556.947,37.70556265,,
8604938,7957,35,602.875,58.05515239,,
8592609,7198,64,622.184,102.8634616,,
8572885,7672,17,606.147,28.04600204,,
8577604,8295,71,613.525,115.7247056,,
8579676,9733,283,393.873,718.5057112,,
8607809,13484,931,1010.708,921.1364707,,
8648452,7812,26,526.599,49.37343216,,
8680593,8264,61,531.679,114.7308809,,
8717931,8084,18,609.037,29.55485463,,
8774975,8648,28,607.326,46.10374,,
8735659,8645,54,610.435,88.46150696,,
8780152,8566,32,597.877,53.52271454,,
8862832,10927,584,525.728,1110.840587,,
8866860,10968,470,526.894,892.0200268,,
8993080,3136,8,397.657,20.11784025,,
8918180,3166,10,1018.141,9.821822321,,
8939004,3151,20,376.941,53.05870149,,
8770311,8295,45,363.619,123.7559093,,
8963309,10764,453,435.945,1039.121908,,
9001308,10468,433,447.102,968.4590988,,
8974449,7887,14,445.957,31.39316122,,
9053528,7895,17,448.516,37.9027727,,
9081034,12699,731,444.25,1645.469893,,
9044306,11896,588,450.179,1306.14711,,
9014406,8226,50,443.47,112.7471982,,
9074698,8279,33,417.364,79.06767234,,
9088883,11126,498,472.169,1054.707107,,
9045042,10596,410,453.667,903.7465806,,
