A路计数,B路计数,AB符合计数,归一化功率(μW),归一化后符合计数,,红光波长：794.97000nm  PPKTP温度：40.86℃  紫光功率：5mW  计数时间：10s  符合窗口：1ns  AB路延时：64.8ns
9054232,2971,87,769.61,113.0442692,,
9042053,2725,55,775.632,70.90991604,,
9025720,2777,77,869.545,88.55205884,,
9047232,2922,92,899.002,102.3357011,,
9039689,3032,115,886.345,129.7463177,,
9020591,2490,8,884.162,9.048115617,,
9053784,4431,379,551.446,687.283977,,
9039233,8480,1203,1428.659,842.0483824,,
9063988,2689,58,766.474,75.67119041,,
9063567,3006,103,772.015,133.4170968,,
9097616,2753,53,886.768,59.76760551,,
9129178,2634,8,834.951,9.581400585,,
9095232,2855,89,865.288,102.8559277,,
9139862,3564,203,876.341,231.6449875,,
9148707,3280,169,982.458,172.0175315,,
9147309,3316,180,1403.33,128.2663379,,
9158349,6532,825,849.038,971.6879574,,
9203616,4546,466,845.434,551.1961904,,
9159458,2888,87,887.378,98.04164629,,
9220098,2897,83,892.134,93.03535119,,
9149790,3138,152,867.746,175.1664658,,
9218626,2574,28,864.716,32.38057351,,
9247590,5318,590,765.357,770.8820851,,
9271945,5185,540,766.935,704.1013906,,
9274476,2581,38,549.957,69.09631117,,
9290341,3221,155,1407.312,110.1390452,,
9305316,2780,64,822.174,77.84240319,,
9296509,2674,10,840.727,11.89446753,,
9303020,2679,30,816.011,36.76421029,,
9322739,3113,128,813.358,157.3722764,,
9301736,3051,104,793.298,131.0982758,,
9298091,2914,106,776.465,136.516134,,
9290637,7553,940,915.185,1027.114736,,
9310620,7647,1016,1354.683,749.9909573,,
9282404,2710,49,499.646,98.06943316,,
9264052,2530,14,485.506,28.83589492,,
9262760,4837,478,545.216,876.7167508,,
9250462,5711,583,564.679,1032.444982,,
9210148,2630,45,592.292,75.97603885,,
9210390,2614,57,598.452,95.24573399,,
9243727,2497,7,316.675,22.10468146,,
9263373,2552,29,775.592,37.3907931,,
9246491,2702,53,440.653,120.2760449,,
9250535,2920,66,401.597,164.3438572,,
9236036,2708,62,433.933,142.8792002,,
9230890,2616,26,461.763,56.30594049,,
9254470,4246,404,442.071,913.8803495,,
9240148,4189,356,452.916,786.0177163,,
9236126,5906,657,547.386,1200.249915,,
9230162,4052,319,570.36,559.2958833,,
9224000,2537,10,551.991,18.1162374,,
9243416,2803,53,521.165,101.6952405,,
9210468,2982,59,410.256,143.8126438,,
9237066,2562,17,444.203,38.27079061,,
9193861,2878,25,303.734,82.30886236,,
9207552,2804,57,777.626,73.30001826,,
9190412,2712,53,440.281,120.3776679,,
9189616,3028,111,449.396,246.9981931,,
9204572,5758,674,435.086,1549.119025,,
9185063,4893,460,445.569,1032.387801,,
9180143,5064,544,554.624,980.8446804,,
9151877,4395,379,556.947,680.4956306,,
9158508,6388,774,602.875,1283.848227,,
9137824,5971,709,622.184,1139.534286,,
9166175,6749,890,606.147,1468.290695,,
9167633,4217,354,613.525,576.9936025,,
9169468,4030,314,393.873,797.2112838,,
9180556,7987,1104,1010.708,1092.303613,,
9148503,7546,986,526.599,1872.392466,,
9149638,12301,2045,531.679,3846.30576,,
9153340,2569,15,609.037,24.62904553,,
9139857,2719,58,607.326,95.50060429,,
9159453,3150,137,610.435,224.4301195,,
9134421,3102,116,597.877,194.0198402,,
9139990,2737,47,525.728,89.39984174,,
9103588,2557,6,526.894,11.3874897,,
9153270,4096,302,397.657,759.4484694,,
9112990,6640,862,1018.141,846.6410841,,
9114480,2657,28,376.941,74.28218209,,
9097677,2506,11,363.619,30.25144451,,
9123331,2594,20,435.945,45.87734691,,
9130216,2711,50,447.102,111.8313047,,
9082402,4930,494,445.957,1107.730117,,
9094718,5384,480,448.516,1070.195935,,
9072969,2612,32,444.25,72.03151379,,
9082753,2585,21,450.179,46.64811108,,
9067144,3549,242,443.47,545.6964394,,
9084069,5365,549,417.364,1315.398549,,
9053110,4684,433,472.169,917.0445328,,
9043373,3623,225,453.667,495.9584894,,
