A路计数,B路计数,AB符合计数,归一化功率(μW),归一化后符合计数,,红光波长：794.97000nm  PPKTP温度：40.86℃  紫光功率：5mW  计数时间：10s  符合窗口：1ns  AB路延时：64.8ns
9003057,9597,213,1492.614,142.7026679,,
8961418,9607,151,1911.826,78.9820831,,
8964684,8758,100,1163.438,85.95215216,,
8970869,9403,186,1163.792,159.8223738,,
8946685,19039,1814,1158.881,1565.303081,,
8933539,17702,1481,1154.833,1282.436508,,
8941473,8964,108,1195.936,90.30583576,,
8906077,8540,12,1206.045,9.949877492,,
8874233,8661,24,951.93,25.21193785,,
8884415,9134,74,1633.576,45.29939225,,
8890548,9316,97,662.104,146.5026642,,
8887709,8636,28,660.524,42.39058687,,
8850182,8841,15,735.379,20.3976453,,
8826024,8794,80,745.967,107.2433499,,
8828136,13645,930,733.413,1268.044062,,
8844150,15190,1283,738.839,1736.508224,,
8860595,10993,429,441.081,972.6104729,,
8880959,16096,1331,1132.888,1174.873421,,
8921764,9745,112,603.671,185.531523,,
8917232,9054,192,586.501,327.3651707,,
8901596,8922,107,584.283,183.1304351,,
8918516,9224,76,608.327,124.9328075,,
8962544,8872,63,613.556,102.680114,,
9069620,8427,14,606.69,23.07603554,,
9042936,8943,143,697.724,204.9521014,,
9118062,8804,96,1056.677,90.85084657,,
8885991,12868,779,604.961,1287.686314,,
8892223,10745,432,608.179,710.3171928,,
8996084,8364,19,605.298,31.3894974,,
9123145,8279,60,578.886,103.6473503,,
9183484,8103,53,592.756,89.41284441,,
9190326,8628,134,606.169,221.0604633,,
9203923,8695,69,748.679,92.16232858,,
9232292,8369,23,758.814,30.31045816,,
9260261,11641,697,765.738,910.233004,,
9260013,13943,996,704.069,1414.634077,,
9291324,12444,726,626.596,1158.641294,,
9277660,11124,586,618.686,947.1686768,,
9286012,8452,39,449.002,86.85930129,,
9259231,9581,240,1167.066,205.6438967,,
9247311,8965,83,623.846,133.0456555,,
9240998,9018,97,639.777,151.6153285,,
9243885,9437,149,607.122,245.4201956,,
9219133,8845,68,630.705,107.8158569,,
9167639,8828,87,608.478,142.9796969,,
9189990,9215,139,608.268,228.5176929,,
9211010,14319,1012,707.78,1429.822826,,
9147606,15805,1293,1077.229,1200.301886,,
9126860,8539,45,602.146,74.73270602,,
9124362,8224,15,618.33,24.25889088,,
9133825,8448,19,615.475,30.8704659,,
9128024,8980,71,582.286,121.9332081,,
9129609,14031,971,769.61,1261.677993,,
9111551,11750,570,775.632,734.8845844,,
9072247,17463,1521,869.545,1749.190669,,
9094791,14692,1109,899.002,1233.590137,,
9064669,9048,91,886.345,102.6688253,,
9074153,8277,31,884.162,35.06144802,,
9060786,8320,21,551.446,38.08169794,,
9079155,8930,114,1428.659,79.79510856,,
9053154,8681,103,766.474,134.3815968,,
9044606,9085,169,772.015,218.9076637,,
9050944,8470,24,886.768,27.06457608,,
9013198,9368,121,834.951,144.9186839,,
9027490,14867,1060,865.288,1225.025656,,
8967348,17435,1496,876.341,1707.098036,,
9002256,9261,158,982.458,160.8211242,,
8948309,8959,155,1403.33,110.4515688,,
8978815,8948,127,849.038,149.5810553,,
8919948,8485,22,845.434,26.02213774,,
8885644,19661,1995,887.378,2248.196372,,
8919998,31898,4041,892.134,4529.588604,,
8922619,17824,1574,867.746,1813.894849,,
8911431,7818,949,864.716,1097.470152,,
8885704,8260,1003,765.357,1310.499545,,
8925480,5696,579,766.935,754.9531577,,
8894733,5679,557,549.957,1012.806456,,
8854730,13392,1903,1407.312,1352.223245,,
8853652,7783,855,822.174,1039.925855,,
8870309,5995,626,840.727,744.5936671,,
8817784,2521,5,816.011,6.127368381,,
8841244,13775,1868,813.358,2296.651659,,
8848575,7502,867,793.298,1092.905818,,
8839608,9525,1164,776.465,1499.101698,,
8863962,9611,1214,915.185,1326.507755,,
8813713,13815,1899,1354.683,1401.803964,,
8820932,5293,497,499.646,994.7042506,,
8814269,4163,322,485.506,663.2255832,,
8793062,4982,441,545.216,808.8537387,,
8810997,6289,666,564.679,1179.431146,,
8779664,6797,742,592.292,1252.760463,,
8821813,7870,915,598.452,1528.944677,,
8741162,4271,335,316.675,1057.866898,,
8742283,9105,1126,775.592,1451.794242,,
8719297,8572,1078,440.653,2446.369365,,
8742287,14109,1981,401.597,4932.805773,,
8720360,6435,701,433.933,1615.456764,,
8736751,5683,516,461.763,1117.456357,,
8735538,6192,641,442.071,1449.993327,,
8792932,4617,409,452.916,903.0372078,,
8768709,2908,77,547.386,140.6685593,,
8861146,2447,7,570.36,12.27295042,,
8933392,2411,6,551.991,10.86974244,,
8821386,2779,78,521.165,149.6646935,,
8851805,2888,70,410.256,170.6251706,,
8951667,2374,3,444.203,6.753668931,,
9104454,4092,280,303.734,921.8592584,,
8953723,7429,820,777.626,1054.491491,,
8970527,2615,29,440.281,65.86702583,,
8978686,2859,81,449.396,180.2419247,,
9174575,3036,134,435.086,307.985088,,
9137170,3072,114,445.569,255.8526289,,
9149946,2779,68,554.624,122.605585,,
9193658,2531,15,556.947,26.93254475,,
9171907,2966,104,602.875,172.5067385,,
9160256,2683,58,622.184,93.22001209,,
9180855,7098,822,606.147,1356.106687,,
9179947,5632,554,613.525,902.9786887,,
9192053,2437,9,393.873,22.85000495,,
9167063,2726,53,1010.708,52.43848866,,
9167128,2576,22,526.599,41.77751952,,
9143872,2958,78,531.679,146.7050608,,
9109923,2957,95,609.037,155.983955,,
9127483,3487,172,607.326,283.2086886,,
9017475,8803,1092,610.435,1788.888252,,
9084327,7936,893,597.877,1493.618253,,
9088441,2781,67,525.728,127.4423276,,
9081186,2541,8,526.894,15.18331961,,
9062317,2626,32,397.657,80.471361,,
9028747,2668,41,1018.141,40.26947152,,
9008324,5241,494,376.941,1310.549927,,
9039502,4058,279,363.619,767.2866379,,
8994013,2481,11,435.945,25.2325408,,
9032741,2683,25,447.102,55.91565236,,
9008333,2484,22,445.957,49.33211049,,
8977745,2856,84,448.516,187.2842886,,
8979309,5958,586,444.25,1319.077096,,
8991425,4866,416,450.179,924.0768672,,
8981890,4635,377,443.47,850.1138747,,
8943085,5457,493,417.364,1181.223105,,
8910460,2656,24,472.169,50.82925817,,
8950947,2570,2,453.667,4.408519906,,
