A路计数,B路计数,AB符合计数,归一化功率(μW),归一化后符合计数,,红光波长：794.97000nm  PPKTP温度：40.86℃  紫光功率：5mW  计数时间：10s  符合窗口：1ns  AB路延时：64.8ns
9319140,20864,2841,2105.615,1349.249507,,
9343584,3318,96,2130.082,45.0686875,,
9285955,3049,58,1916.516,30.26324852,,
9309888,3196,98,1919.99,51.04193251,,
9324156,3141,73,1270.951,57.43730482,,
9320163,14362,1822,1296.193,1405.654868,,
9303275,3168,95,1446.622,65.67023037,,
9304462,3046,86,1447.153,59.42702672,,
9321844,2685,13,966.995,13.44370964,,
9293492,2830,55,966.928,56.88117419,,
9313152,11690,1485,1151.072,1290.101749,,
9316450,3064,94,1153.727,81.47508033,,
9281745,2775,35,771.897,45.34283719,,
9286953,2642,16,773.38,20.68840673,,
9289232,3032,59,962.344,61.30863808,,
9274823,10298,1281,898.938,1425.014851,,
9270239,6051,528,1109.571,475.859589,,
9286175,7993,836,1124.039,743.7464358,,
9280302,8343,922,1071.565,860.4237727,,
9264701,7046,713,1103.355,646.210875,,
9267776,6124,572,1113.597,513.650809,,
9292500,7918,880,1090.546,806.9352416,,
9247882,5712,496,751.385,660.1143222,,
9252522,12049,1526,1926.073,792.2856506,,
9245779,21589,3064,1095.015,2798.135185,,
9254517,12377,1594,1065.548,1495.943871,,
9229732,5713,532,1016.437,523.3969247,,
9249099,7555,785,1020.618,769.1418337,,
9266043,8978,961,1030.418,932.6312234,,
9243419,6609,619,1044.975,592.3586689,,
9241149,8176,902,1220.801,738.8591589,,
9265788,10021,1120,1615.436,693.3112794,,
9236970,5482,507,1066.035,475.5941409,,
9266874,7822,853,1062.164,803.0774909,,
9219461,19738,2653,1045.439,2537.689908,,
9260641,11776,1479,1011.416,1462.306311,,
9223832,5305,471,1027.808,458.256795,,
9222226,7749,806,1016.504,792.9137514,,
9222959,5726,416,758.719,548.2925826,,
9232308,9119,992,1279.712,775.1744142,,
9232432,7193,760,927.197,819.6747832,,
9208892,6060,524,924.542,566.7671128,,
9218642,5290,456,975.268,467.5637876,,
9197035,7362,784,965.291,812.1903136,,
9199100,19539,2712,979.294,2769.341995,,
9198763,11276,1400,990.134,1413.950031,,
9232414,2583,4,1088.356,3.675268019,,
9232048,2957,33,1089.219,30.29693753,,
9208557,3024,90,1105.855,81.3849917,,
9193544,2713,22,1044.621,21.06026971,,
9195570,3239,124,1094.771,113.2656967,,
9197749,3005,53,1092.117,48.52959893,,
9191903,5566,468,764.149,612.446002,,
9187806,10533,1262,1939.501,650.6828303,,
9211127,3051,96,1016.238,94.46606012,,
9172243,2862,53,1023.848,51.76549644,,
9164078,2571,6,1019.623,5.884527909,,
9151953,3005,71,1051.479,67.52393533,,
9193658,2594,14,1043.316,13.41875328,,
9180025,2640,25,1046.767,23.88306089,,
9179633,3264,96,1228.234,78.16100189,,
9148797,2981,73,1611.321,45.30444275,,
9174288,5375,447,1047.895,426.5694559,,
9186159,6540,642,1052.164,610.171038,,
9176350,3277,93,1034.201,89.92449243,,
9178122,2798,48,992.789,48.34864206,,
9173306,3039,93,941.599,98.76815927,,
9187404,2778,35,949.983,36.84276455,,
9172363,2645,9,759.448,11.85071262,,
9183514,2775,45,1293.029,34.80200367,,
9155249,3207,88,989.294,88.95232358,,
9145427,2904,65,991.285,65.57145523,,
9171300,5608,439,971.021,452.1014479,,
9181614,6632,626,974.184,642.5890797,,
9159069,2586,5,1019.07,4.906434298,,
9170016,3226,32,1021.835,31.31621054,,
9143865,2640,20,1330.437,15.03265468,,
9145177,2839,37,1360.7,27.19188653,,
9172894,9178,1052,1351.011,778.6761174,,
9164997,8316,900,1347.405,667.9506162,,
9163997,2718,8,867.626,9.220562777,,
9143290,2889,55,2112.274,26.03828859,,
9127991,3010,71,1191.533,59.58710334,,
9106310,2680,25,1188.812,21.02939742,,
9146233,2869,41,1198.413,34.21191192,,
9139459,3199,33,1182.485,27.90733075,,
